username,tweetcreatedts,text
Oktaaazz,2022-07-30 23:35:01,"Ngopi jadi lebih gampang gaperlu diaduk pake sendok lagi 

Shopee : https://t.co/fGNij0qXpu

#JusticeForGaram #BlokirKominfo #ReneOut LPDP Tidur #BigMouthEp2 #TodaysWebtoonEp2 PayPal #SaldoKaget https://t.co/X7xAtp1C4R"
Khairiu28,2022-07-30 23:34:53,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
aqila_san21,2022-07-30 23:34:51,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
MyriadBladework,2022-07-30 23:34:50,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
hai_fuji,2022-07-30 23:34:48,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
hayabisa_,2022-07-30 23:34:46,"RT @SportsTime_id: Semoga Kominfo Mendengar ini ya😏

#BlokirKominfo GitHub Paytren Pake VPN Paypal Ardhito Johnny G. Plate Gmail Google Dri…"
FalNdaru,2022-07-30 23:34:43,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
fertygo,2022-07-30 23:34:41,"yg perlu make paypal ini saya liat bisa kebuka via web klo app msh keblokir
klo mau wd mungkin bisa dimanfaatkan sekarang jg #BlokirKominfo"
Kirby_Ar,2022-07-30 23:34:35,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
Luthfimbaihaqi,2022-07-30 23:34:34,Negara kocyak #BlokirKominfo
Muhammad_abi123,2022-07-30 23:34:32,"Selamat pagi semua, kecuali kalian kominfo #BlokirKominfo"
gerogerry,2022-07-30 23:34:30,"RT @madisnur: Mungkin kita masih inget kelakuan @kemkominfo pada 2019, dia asal aja blokir2 Internet di Papua. Bener2 merugikan Rakyat dan…"
eleawinx,2022-07-30 23:34:30,"dengerin spotify, nonton netflix tanpa hambatan bisa dm ya! 

#BlokirKominfo paypal steam https://t.co/a1jKU9u4a6"
in_hoping,2022-07-30 23:34:26,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
Riarsehi_,2022-07-30 23:34:26,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
Ibnu_sidik,2022-07-30 23:34:24,"RT @LittlehasL: Setting Cloudflare DNS di Win 10:

1. Klik kanan icon Internet di system tray
2. Klik Open Network &amp; Internet settings
3. K…"
nyynyee_,2022-07-30 23:34:19,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Jiwoissoul,2022-07-30 23:34:11,"se gedeg itu sama keputusan sepihaknya

#BlokirKominfo"
haechyngudeul,2022-07-30 23:34:10,"RT @yamahaYuuki: hah, yuuki bisa buka steam sama twitch? kok bisa?
bisa dong. soalnya aku udah gak percaya sama kominfo dari dahulu kala.
r…"
callmemasfer,2022-07-30 23:34:10,"RT @callmemasfer: Kominfo, kami marah bukan karena kami egois. Kami marah karena ini mata pencaharian kami, yang nantinya juga akan berkont…"
Paimxn1,2022-07-30 23:34:09,"Steam udah kena diblokir,paypal udah kena diblokir,epic game udah kena diblokir. Hadeh bilek amat nih kominfo #BlokirKominfo https://t.co/hUANFL8Cs1"
arjva92,2022-07-30 23:34:06,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
helmiazharism,2022-07-30 23:34:04,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
ghxstfrh,2022-07-30 23:34:01,@kemkominfo tolonglah ini harta gw disini puluhan juta🥲 #BlokirKominfo https://t.co/23uF241Mmp
ampastisu,2022-07-30 23:33:50,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
Aliandosyarif09,2022-07-30 23:33:49,"Situs judi slot emang dah daftar Kominfo ya?🗿

#KominfoKontol #kominfo #BlokirKominfo https://t.co/M3aYenJGDA"
heztya,2022-07-30 23:33:43,"RT @niwseir: Para peserta twitter space #BlokirKominfo sesi 2 tadi, baik speaker maupun penanya banyak yang mengalami doxxing dan teror via…"
pushisimi,2022-07-30 23:33:30,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
CandyqueenMaria,2022-07-30 23:33:29,"#BlokirKominfo

Kominfo tuh udh kaya bapak2 yg gk ngerti pake Whatsapp di android trus gk tau caranya masukin kontak ke Whatsapp tp marah2 sok tau di kasih arahanan bangke emng!! 😡😡"
cakhanif,2022-07-30 23:33:26,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
arielangga_,2022-07-30 23:33:25,"anak bangsa pun ogah 😂😂😂
#BlokirKominfo https://t.co/Ah6TzkVlFO"
Nmsdt_,2022-07-30 23:33:25,Naikkan lagi hastag #BlokirKominfo
riaaryatinings1,2022-07-30 23:33:18,RT @secgron: Hari ini dampak dari pemblokiran sewenang-wenang oleh @kemkominfo  udah bisa kita rasakan dan kini saatnya untuk mengambil lan…
sskskrw,2022-07-30 23:33:16,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
resutooo,2022-07-30 23:33:11,"RT @DevinaYo: #BlokirKominfo yang berdampak ke semua orang ini memang bukti kalau semales-malesnya peduli atau ngomongin politik, di suatu…"
dedihartonoo,2022-07-30 23:33:10,Terlalu ramai #BlokirKominfo sampai kita gak ngeh #GooglePlayStore ganti icon. https://t.co/pjCzTMjQwp
affogatokak,2022-07-30 23:33:06,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
Hai_Sayanggg,2022-07-30 23:33:05,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
putri1596,2022-07-30 23:32:57,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
wisnu167,2022-07-30 23:32:53,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
FikriRiyadi1,2022-07-30 23:32:49,"RT @alter_ozone: Diam bengong, sekali gerak bikin rusuh. #BlokirKominfo https://t.co/DqUIvdFs7u"
barbarorbisunum,2022-07-30 23:32:49,"RT @HumorisI: Wisata masa kecil 🥲

Hastag: coki ardhito arab hoshi bts x snickers dota nahida cilacap sewa jisoo diluar kante viralkan pay…"
nura4kura,2022-07-30 23:32:47,"Ada gak sih aplikasi kominfo, klu ada boleh lah rating *1
Buat jaga jaga klu makin menjadi jadi
#BlokirKominfo"
Ai_thevet,2022-07-30 23:32:46,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
SyamsiSyafrizal,2022-07-30 23:32:43,"RT @Apin180: ngeblokir egs, steam, paypal
tapi katanya mendukung karya anak bangsa
tapi karya anak bangsa yg dibayar via paypal jadinya dit…"
irrs47,2022-07-30 23:32:42,"irony nya itu indonesia bakal jadi tuan rumah G20 yang dimana bakal membahasa per ekonomian antar negara dllnya.
namun gara gara perbuatan Kominfo peraturan ngga jelas itu gimana mau mendukung per ekonomian di indonesia? terutama untuk G20 nanti

#G20 #BlokirKominfo"
TulangRakyat,2022-07-30 23:32:40,RT @cybsquad_: situs slot judi gak diblokir karena udah daftar ke kominfo. Wwkwkwkw #BlokirKominfo https://t.co/ySc9Y8wMGS
iepouel,2022-07-30 23:32:38,RT @secgron: Beli game di Steam udah dipajakin sama negara ini sejak 2 tahun lalu. Sekarang mau mainin game yang udah dibeli dan dipajakin…
ynav0108,2022-07-30 23:32:37,"RT @powls_art: Paypal mengenai penggunaan google public dns ( dan dns lainnya ). 
mereka bakal berusaha tanganin, sabar saja teman untuk te…"
misni_p,2022-07-30 23:32:36,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
anniputtt,2022-07-30 23:32:33,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
dulkembhu,2022-07-30 23:32:33,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
ginanjarhk,2022-07-30 23:32:32,"RT @AkunGratisan: Paypal juga diblok ya. Selamat @kemkominfo, anda udh berhasil mematikan banyak mata pencaharian rakyatnya. Sekarang ayo d…"
penjadianime,2022-07-30 23:32:29,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
rullydiossani,2022-07-30 23:32:23,RT @21jimstreet: Ini yg saya maksud industri game sedang menggeliat-geliatnya di tanah air (lewat steam yah) #BlokirKominfo https://t.co/aT…
SK204082,2022-07-30 23:32:23,"RT @LBH_Jakarta: Pos Pengaduan #SaveDigitalFreedom LBH Jakarta di Jalan Diponegoro No 74 Menteng, Jakarta Pusat. Atau email ke pengaduan@ba…"
maldives_addict,2022-07-30 23:32:21,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
SK204082,2022-07-30 23:32:17,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
nrl_maulana,2022-07-30 23:32:15,#BlokirKominfo dehh
blurbyz,2022-07-30 23:32:13,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
nrl_maulana,2022-07-30 23:32:11,#BlokirKominfo hduh
bgganteng07,2022-07-30 23:31:57,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
cutiespotato_,2022-07-30 23:31:55,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
MelatyRini,2022-07-30 23:31:51,"Prediksi Togel Jitu &amp; Info slot gacor
Link : https://t.co/Bfp1fWRMkT
#Satudesa #Satudesaslot #Satudesatogel #ReneOut #BlokirKominfo #Bebaskan5WargaDIY #BelaDIY #JusticeForGaram #infoslotgacor #Minggu #LPDP https://t.co/E0sfzI53nd"
Reyza19914,2022-07-30 23:31:49,"RT @Muhsin_4li: Semoga hari2 kita selalu dihiasi dgn ketaatan dan ketakwaan pd Allah ta'ala, serta selalu berusaha menghidupkan sunnah2 Ras…"
Kopikussei,2022-07-30 23:31:49,"RT @AksaraKhatulis1: Geger ! #BlokirKominfo Meyodok Jadi Trending Topik di Media Sosial, Netizen Lancarkan Protes Keras Disini !
Netizen: D…"
kecambahair,2022-07-30 23:31:49,"RT @secgron: Perjalanan situs PSE @kemkominfo yang menjadi bagian dari proyek 963 M:

23 Juli: Insiden web error tapi malah nyalahin user
2…"
desakmao,2022-07-30 23:31:45,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
akhirrzaman78,2022-07-30 23:31:40,RT @cybsquad_: situs slot judi gak diblokir karena udah daftar ke kominfo. Wwkwkwkw #BlokirKominfo https://t.co/ySc9Y8wMGS
jefritegaar,2022-07-30 23:31:40,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
llalallalaa,2022-07-30 23:31:39,"RT @nochukiie: Rekomendasi Outfit cewek kue, warna cantik cantik dan lucu lucu🧚‍♀👚🍰

tags: Pake VPN Gmail #BlokirKominfo #PengabdiSetan2 Ko…"
togo_peanut,2022-07-30 23:31:38,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
michael9816smc,2022-07-30 23:31:35,"Orang rela bakar duit sampe ratusan juta untuk game Steam.
Orang pakai Paypal untuk kebutuhan sehari-hari.
Wajarlah kalau orang-orang pada ngamuk apalagi yang sering pakai Paypal. Katanya mengurangi penggangguran tapi kok membunuh rezeki orang.
#BlokirKominfo"
setyosby,2022-07-30 23:31:27,RT @renjiro_junichi: Gw bakal berisik ngomongin soal Kominfo ini sampe mereka bener bener unblock semua websitenya dan menghapus PSE PSEan…
riri03435056,2022-07-30 23:31:22,"RT @Apin180: ngeblokir egs, steam, paypal
tapi katanya mendukung karya anak bangsa
tapi karya anak bangsa yg dibayar via paypal jadinya dit…"
RieniSantoso,2022-07-30 23:31:22,RT @KontraS: Ada yg blokir tapi tanpa mikir? Ada! @kemkominfo melakukan pemblokiran massal pd sejumlah PSE yg belum mendaftarkan usahanya.…
dabenone2,2022-07-30 23:31:21,RT @cybsquad_: situs slot judi gak diblokir karena udah daftar ke kominfo. Wwkwkwkw #BlokirKominfo https://t.co/ySc9Y8wMGS
AtmanegaraNico,2022-07-30 23:31:20,"RT @gumpnhell: Aktivitas Boomer.

#hatihatikamumulaiberpikir
#BlokirKominfo https://t.co/svdSwH3Ced"
Nevisavitri_,2022-07-30 23:31:17,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
adityagunggg,2022-07-30 23:31:16,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
KaretSudirman,2022-07-30 23:31:06,RT @kfreiii: @kemkominfo Kata temen syaa yang pernah magang di situ aja gitu ngomongnya. Gimana mau memajukan teknologi Indonesia kalo isin…
Fajar_m_z,2022-07-30 23:31:03,RT @KontraS: Ada yg blokir tapi tanpa mikir? Ada! @kemkominfo melakukan pemblokiran massal pd sejumlah PSE yg belum mendaftarkan usahanya.…
Qm4uw1n,2022-07-30 23:30:54,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
Aydiw1,2022-07-30 23:30:52,"RT @InginGondrong: Steam, Epic games masih understandable, tolol, tapi undestandable.

Paypal diblokir, boomer moment urusin dulu projek we…"
justbadrun07,2022-07-30 23:30:44,"RT @ndagels: Steam, epic games, battlenet diblokir tapi kok ini game yg nuansa judinya kuat malah di kasih ijin kominfo, lawak bener #Bloki…"
kayl0w_,2022-07-30 23:30:41,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
oktakhoe,2022-07-30 23:30:35,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
songhomi,2022-07-30 23:30:35,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
Nicodwi__k,2022-07-30 23:30:35,"RT @FraksiRakyatID: Pemerintah teriak-teriak saat ini era digital, revolusi 4.0, ah prek! Justru sebaliknya, @kemkominfo malah membuat kita…"
ackerjman,2022-07-30 23:30:33,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
belidioren_,2022-07-30 23:30:31,"RT @cesntella: Rekomendasi celana panjang buat kuliah,kerja atau hangout✨
Pic 1 :https://t.co/4QupKXSYTW
Pic 2 :https://t.co/XIyn8IqaKc
Pic…"
deeptalku14,2022-07-30 23:30:31,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Aydiw1,2022-07-30 23:30:29,RT @secgron: Beli game di Steam udah dipajakin sama negara ini sejak 2 tahun lalu. Sekarang mau mainin game yang udah dibeli dan dipajakin…
chocenthu,2022-07-30 23:30:28,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
belidioren_,2022-07-30 23:30:22,"RT @racunnproduk: Rekomendasi Hoodie Unisex ✨

Hoodie Under 300 ribuan!

- a thread -
 
Tags : Wakanda , Slot , LinkedIn , Epic Games , Muh…"
martabak_gg,2022-07-30 23:30:21,"RT @MikiCryD: BIAR KELIATAN KERJA YAAA. BLOKIR SEENAK JIDAT KAU?
ANAK DOTA DISURUH ZIARAH KE ML? MATAMU
#BlokirKominfo"
Khairun94391064,2022-07-30 23:30:18,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
KhobirLutfi,2022-07-30 23:30:16,"RT @Vikkristian12: Selamat pagi dan selamat berakhir pekan, steam udah diblokir tapi slot belum di blokir padahal beli game di steam udah b…"
alvin_alter,2022-07-30 23:30:16,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
habibici,2022-07-30 23:30:13,"RT @niwseir: Analoginya gini:
Tukang bubur jualan, si pos satpam nyuruh tinggal KTP, maksa ngintip dan ngambil topping apa aja, ngelarang p…"
eajddicted,2022-07-30 23:30:11,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
alvin_alter,2022-07-30 23:30:10,"RT @LBH_Jakarta: Pos Pengaduan #SaveDigitalFreedom LBH Jakarta di Jalan Diponegoro No 74 Menteng, Jakarta Pusat. Atau email ke pengaduan@ba…"
nielavocado,2022-07-30 23:30:10,"RT @ndagels: Steam, epic games, battlenet diblokir tapi kok ini game yg nuansa judinya kuat malah di kasih ijin kominfo, lawak bener #Bloki…"
pepo_infp,2022-07-30 23:30:02,"RT @LBH_Jakarta: Pos Pengaduan #SaveDigitalFreedom LBH Jakarta di Jalan Diponegoro No 74 Menteng, Jakarta Pusat. Atau email ke pengaduan@ba…"
abdfadill,2022-07-30 23:29:57,"@ekowboy2 Demi keadilan #BlokirKominfo 
#BlokirKominfo"
melanitf,2022-07-30 23:29:50,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
khulevii,2022-07-30 23:29:48,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
floshieee,2022-07-30 23:29:43,"RT @InginGondrong: Steam, Epic games masih understandable, tolol, tapi undestandable.

Paypal diblokir, boomer moment urusin dulu projek we…"
precisely666,2022-07-30 23:29:43,Kominfo ANJING  #BlokirKominfo
Cucu4Anak4,2022-07-30 23:29:33,"RT @madisnur: Mungkin kita masih inget kelakuan @kemkominfo pada 2019, dia asal aja blokir2 Internet di Papua. Bener2 merugikan Rakyat dan…"
maskur_sukron,2022-07-30 23:29:29,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
tri_pujiarto,2022-07-30 23:29:24,"RT @florencedelise: [thread]
Sekali-sekali bikin thread lah ya.

Jadi, kominfo di hari sabtu pagi yg cerah ini, lawak betul.

Lihatlah beta…"
makLambeTurah,2022-07-30 23:29:17,"RT @viased_: HAH @kemkominfo 
Ini PayPal beneran di block???
APA KABAR SAMA orang yg duitnya ada di paypal, yg di gaji pake paypal,
Yang tr…"
Voin_amd,2022-07-30 23:29:17,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Natherinz,2022-07-30 23:29:11,"#BlokirKominfo ahh dasar mentri dungu , install VPN langsung bisa buka PayPal mobile. Dah balik aja lu ke goa gk usah ngejabat . https://t.co/EVfi7juDsA"
irfand_keto,2022-07-30 23:29:06,Semoga nanti sore keluar layanan ciptaan “anak bangsa” yang bisa gantiin steam dan paypal 🙏🏻 #BlokirKominfo
dudangduding,2022-07-30 23:29:06,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
MahmudBadarud18,2022-07-30 23:29:06,"Ayah.. Ibu.. Aku sangat menyayangimu :') Ya Rabb, lindungi mereka, dan berilah kesehatan dan kebahagiaan pd mereka
Jilbab 
#Digiland2022   
#BelaDIY
#BlokirKominfo
#Bebaskan5WargaDIY
#IslamWujudkanKeadilan https://t.co/bhL2lL8qep"
Kani_Yunara,2022-07-30 23:28:59,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
Ilhamborap,2022-07-30 23:28:58,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
BroketxtNari,2022-07-30 23:28:51,RT @icanmori: Kominfo buat peraturan bahwa setiap peserta harus menempatkan data mereka di Indonesia artinya harus pakai data center di Ind…
Awibowo__,2022-07-30 23:28:50,RT @KontraS: Ada yg blokir tapi tanpa mikir? Ada! @kemkominfo melakukan pemblokiran massal pd sejumlah PSE yg belum mendaftarkan usahanya.…
AbbeNuma,2022-07-30 23:28:45,RT @secgron: Beli game di Steam udah dipajakin sama negara ini sejak 2 tahun lalu. Sekarang mau mainin game yang udah dibeli dan dipajakin…
IvanAndrnS,2022-07-30 23:28:43,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
Tari071612,2022-07-30 23:28:43,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
akhirrzaman78,2022-07-30 23:28:36,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
andris0301,2022-07-30 23:28:36,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
cahya_orlando,2022-07-30 23:28:36,RT @cybsquad_: situs slot judi gak diblokir karena udah daftar ke kominfo. Wwkwkwkw #BlokirKominfo https://t.co/ySc9Y8wMGS
SimjoTrusgrat,2022-07-30 23:28:35,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
CyanPalette,2022-07-30 23:28:33,"RT @niwseir: Para peserta twitter space #BlokirKominfo sesi 2 tadi, baik speaker maupun penanya banyak yang mengalami doxxing dan teror via…"
Momonsamaaa,2022-07-30 23:28:25,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
EkaDarmaNanda1,2022-07-30 23:28:24,"#BlokirKominfo skrg bapak2 tehormat di kominfo sedang tidur menikmati hari minggu sementara para freelancer dan gamer sedang ketar ketir kehilangan sumber hiburan dan pendapatan merka.
bad move @kemkominfo Bad fcking Move."
RgannyRp,2022-07-30 23:28:20,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
dormiens_lupus,2022-07-30 23:28:19,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
rosalindaasr,2022-07-30 23:28:16,"RT @Apin180: ngeblokir egs, steam, paypal
tapi katanya mendukung karya anak bangsa
tapi karya anak bangsa yg dibayar via paypal jadinya dit…"
MardiyantoYuni,2022-07-30 23:28:08,RT @secgron: Beli game di Steam udah dipajakin sama negara ini sejak 2 tahun lalu. Sekarang mau mainin game yang udah dibeli dan dipajakin…
Jana_Asmr,2022-07-30 23:27:53,RT @Ghis_Geralt: Network and Sharing Center &gt; pilih Wi-Fi / Ethernet (kalau pake ethernet) &gt; Properties &gt; Internet Protocol Version 4 &gt; Pil…
origguk,2022-07-30 23:27:51,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
kaiaraih,2022-07-30 23:27:51,RT @secgron: Hari ini dampak dari pemblokiran sewenang-wenang oleh @kemkominfo  udah bisa kita rasakan dan kini saatnya untuk mengambil lan…
punyamimpi_,2022-07-30 23:27:48,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
Srie_euy,2022-07-30 23:27:46,"RT @FerdiRizky7: Bayangin udh beli game kena pajak masih aja di blokir,ini kominfo secara tidak langsung nyuruh kita ngebajak game #BlokirK…"
toko_bn,2022-07-30 23:27:43,"Coba cek ini, deh: ""COMPETING Globally oleh FARID ELASHMAWI Phd""  di toko Arjuno2ndHand Tokopedia. Bisa bebas ongkir, lho.
https://t.co/xVBKqzEOv1
#blokirkominfo
#Bebaskan5WargaDIY
#Tidur
#BelaDIY
#CommunityShield
#Paypal https://t.co/rwRQTQcL1t"
random_ddr4,2022-07-30 23:27:36,RT @KontraS: Ada yg blokir tapi tanpa mikir? Ada! @kemkominfo melakukan pemblokiran massal pd sejumlah PSE yg belum mendaftarkan usahanya.…
Emaklok92,2022-07-30 23:27:30,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
adlynalin,2022-07-30 23:27:26,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
viased_,2022-07-30 23:27:25,"HAH @kemkominfo 
Ini PayPal beneran di block???
APA KABAR SAMA orang yg duitnya ada di paypal, yg di gaji pake paypal,
Yang transaksi pake paypal???
 
Kenapa malah Pinjol, Slot, Judi online, pornhub malah aman2 sampe skg 🤧

#BlokirKominfo https://t.co/NszMzXdDC9"
qsukadimsum,2022-07-30 23:27:21,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
