username,tweetcreatedts,text
Irvanfjr_,2022-07-30 23:48:39,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
hadiman_ha,2022-07-30 23:48:37,#BlokirKominfo nahh pegimane urusanye @kemkominfo ? https://t.co/M7XvMoz3Zc
McZhadow,2022-07-30 23:48:37,"Jadi apa yg gag ke daftar di PSE gag di percaya, gag resmi dan bakal di blokir? Trs yg ke data di PSE lebih cerdas? #BlokirKominfo https://t.co/lUliUsvn9s"
bentargantinama,2022-07-30 23:48:36,"Paypal steam di #BlokirKominfo biar rasa, kata #ZivaMunafik sih 😂 https://t.co/lbu6Af0sqb"
ARSA74038793,2022-07-30 23:48:34,"#BlokirKominfo #KominfoKontol 
Untuk @kemkominfo 
#kominfotolol https://t.co/AYrrKzDR8r"
9699zz,2022-07-30 23:48:34,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
ciripacipaa,2022-07-30 23:48:31,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
wolfyterra,2022-07-30 23:48:27,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
tsetiady,2022-07-30 23:48:23,"RT @corputtyAngel: Kalian @kemkominfo gak tau gimana kami para freelancer yg dapat duit dari luar negeri trus uangnya dikirim ke paypal, ud…"
yansrakyatb42u,2022-07-30 23:48:20,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
bung_dehan,2022-07-30 23:48:18,"Kominfo itu bagian dari pemerintah ada lembaga ini untuk membantu mempermudah gerak masyarakat...
Bukan untuk memblokir jalan panghasilan masyarakat... kalau Paypal kalian blokir yang rugi masyarakat.. kalian gak merasakan itu karena kalian hanya bisa blokir saja😁 #BlokirKominfo"
andri_sefi,2022-07-30 23:48:15,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
slewongg,2022-07-30 23:48:14,RT @MrKuclukison: Daripada pusing mikirin BLOKIR BLOKIR....😂Mr.K pusing mikirin pajangan dinding ini taruh dimana!! #ONEPIECE1055 #BlokirKo…
Raihan_nrdsyh,2022-07-30 23:48:11,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
shaxchanx,2022-07-30 23:48:11,"RT @FloxScop: Kominfo mengajari anak bangsa untuk melakukan crack dan menggunakan game bajakan🫣
#BlokirKominfo #KominfoKontol https://t.co/…"
ri0naaaa,2022-07-30 23:48:10,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
tegar_AN,2022-07-30 23:48:08,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
arnomyujikku,2022-07-30 23:48:08,"Terus kawal sampe paypal diunblock, heran punya kementrian kerjanya nyusahin rakyat doang tot #BlokirKominfo"
FmEartlight,2022-07-30 23:47:59,terpaksa ikut politik #BlokirKominfo
izzaeldysari,2022-07-30 23:47:58,"RT @alfin961: @LBH_Jakarta Sya pengguna paypal. Bahkan saldo masih ada disana, jumlahnya ga dikit. Bukan lgi merasa tp memang sngat merugik…"
anantaprayugo,2022-07-30 23:47:57,RT @renjiro_junichi: Gw bakal berisik ngomongin soal Kominfo ini sampe mereka bener bener unblock semua websitenya dan menghapus PSE PSEan…
cewecangtipp,2022-07-30 23:47:56,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
shaxchanx,2022-07-30 23:47:54,"RT @Z3nn_12: Suruh anak bangsa buat app sendiri tapi tool developer di blockir, situ punya otak tidak? 

#BlokirKominfo #KominfoKontol http…"
undetected41,2022-07-30 23:47:47,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
thyyaaww,2022-07-30 23:47:44,RT @kfreiii: @kemkominfo Kata temen syaa yang pernah magang di situ aja gitu ngomongnya. Gimana mau memajukan teknologi Indonesia kalo isin…
unniepro,2022-07-30 23:47:43,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
dowoonitb,2022-07-30 23:47:38,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
shaxchanx,2022-07-30 23:47:36,"RT @sLuffiO: komintod 🤓🤓
#KominfoKontol #BlokirKominfo https://t.co/9uLxPcLOhV"
drounyy,2022-07-30 23:47:34,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
MisteriaTMR,2022-07-30 23:47:31,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
unniepro,2022-07-30 23:47:27,"RT @FloxScop: Kominfo mengajari anak bangsa untuk melakukan crack dan menggunakan game bajakan🫣
#BlokirKominfo #KominfoKontol https://t.co/…"
Zacky_1985,2022-07-30 23:47:23,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
shaxchanx,2022-07-30 23:47:18,"RT @Mfzxy1: Dear Kominfo,Lu Enak Banget Ya Blokir Steam,Epic games,PayPal,Asal Lu Tau Ajg Banyak gamer Di Seluruh Indonesia Udah Beli Game…"
unniepro,2022-07-30 23:47:16,"RT @s4ng_pn4kLuk_id: SBY dan AHY Hadiri Resepsi Pernikahan Putri Anies Baswedan
#BlokirKominfo
https://t.co/jQke8n4NTx

Lanjutan Video Hany…"
Lerougestvelvet,2022-07-30 23:47:15,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
gendon_andi,2022-07-30 23:47:14,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
noventya2,2022-07-30 23:47:13,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
corputtyAngel,2022-07-30 23:47:10,"Kalian @kemkominfo gak tau gimana kami para freelancer yg dapat duit dari luar negeri trus uangnya dikirim ke paypal, udah ngumpul banyak dan pas mau ditransfer ke rekening tau2nya udah diblok sama kalian.
Gimana nih pihak @PayPal ?
#BlokirKominfo https://t.co/XHJU6bexWr"
dede_mahotama,2022-07-30 23:47:05,RT @Ghis_Geralt: Network and Sharing Center &gt; pilih Wi-Fi / Ethernet (kalau pake ethernet) &gt; Properties &gt; Internet Protocol Version 4 &gt; Pil…
araka93,2022-07-30 23:46:52,"Kominfo dari dulu kerjanya cuman bisa blokir2 doang yaa. Saat australia melakukan penyadapan ke istana negara kominfo juga gk bisa ngapa2in, saat iphone kw merajalela juga gk berbuat apa2. Saat pinjaman online marak bahkan membuat presiden marah Kominfo kemana ?
#BlokirKominfo"
DontNeedOneRN,2022-07-30 23:46:52,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
RoseRos164,2022-07-30 23:46:51,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Igaruddin_ombe,2022-07-30 23:46:51,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
bpuji,2022-07-30 23:46:50,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
jeonwuwu,2022-07-30 23:46:45,"RT @asyidiqihasbi: Steam sama Epic Games diblokir, lah gw kan ngerender 3D pake Unreal, buka aplikasinya dari Epic.

Ganggu orang kerja aja…"
lamoongan,2022-07-30 23:46:43,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
greenotgreed,2022-07-30 23:46:41,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
onepyyy,2022-07-30 23:46:41,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
bilangkeifan,2022-07-30 23:46:38,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
hifrry,2022-07-30 23:46:34,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
RoTogel,2022-07-30 23:46:29,"Hasil Pengeluaran OKLAHOMA
Hari Ini :Minggu 31-07-2022
Result  : 4 9 9 0
SHIO    : AYAM
Salam JP Kepada pemenang
#BlokirKominfo"
akuzombi666,2022-07-30 23:46:28,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
graindiew,2022-07-30 23:46:28,"RT @madisnur: Mungkin kita masih inget kelakuan @kemkominfo pada 2019, dia asal aja blokir2 Internet di Papua. Bener2 merugikan Rakyat dan…"
cryptojawaranft,2022-07-30 23:46:27,RT @secgron: Beli game di Steam udah dipajakin sama negara ini sejak 2 tahun lalu. Sekarang mau mainin game yang udah dibeli dan dipajakin…
jaya4_d,2022-07-30 23:46:25,"Hasil Pengeluaran OKLAHOMA
Hari Ini :Minggu 31-07-2022
Result  : 4 9 9 0
SHIO    : AYAM
Salam JP Kepada pemenang
#BlokirKominfo"
juraganbeat,2022-07-30 23:46:25,"RT @niwseir: Analoginya gini:
Tukang bubur jualan, si pos satpam nyuruh tinggal KTP, maksa ngintip dan ngambil topping apa aja, ngelarang p…"
ndahhnr0,2022-07-30 23:46:22,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
omarnatakusuma,2022-07-30 23:46:18,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
heymbamba,2022-07-30 23:46:17,RT @bung_dehan: Kominfo Blokir Paypal itu Paypal tidak resah... yang resah itu Rakyat Indonesia Karena Duit hasil kerjanya tertahan di PayP…
gekkins,2022-07-30 23:46:12,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
haewonbebenee,2022-07-30 23:46:11,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
fajarpramana_02,2022-07-30 23:46:09,RT @Zadakidi: Gini aja: kalo kalian mau #blokirkominfo kalian tandai aja menterinya; Johnny G. Plate dari Partai NasDem. Ramein aja boikot…
unniepro,2022-07-30 23:46:08,"Tidak menerima komentar gaje, baca hastag saya 
#BlokirKominfo #BlokirKominfo 
#BlokirKominfo #BlokirKominfo 
#BlokirKominfo #BlokirKominfo 
#BlokirKominfo #BlokirKominfo 
#BlokirKominfo #BlokirKominfo 
#BlokirKominfo #BlokirKominfo"
Ffff15779123,2022-07-30 23:46:08,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
TaufikMm19,2022-07-30 23:46:05,RT @kfreiii: @kemkominfo Kata temen syaa yang pernah magang di situ aja gitu ngomongnya. Gimana mau memajukan teknologi Indonesia kalo isin…
songhomi,2022-07-30 23:45:58,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
BigWinnerAryna,2022-07-30 23:45:55,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Ariyadi,2022-07-30 23:45:45,"jago kandang

 #BlokirKominfo"
YusraZulfa87,2022-07-30 23:45:41,RT @remotivi: Si paling mampu memblokir. #BlokirKominfo https://t.co/Ay5n4yls1a
diazaryaprtm,2022-07-30 23:45:37,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
yourtrullyy,2022-07-30 23:45:30,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
altruispixely,2022-07-30 23:45:30,"RT @haecaessy: ☆ Rekomendasi hiasan kamar ala pinterest, bikin kamar kalian keliatan aesthetic!☆

━━ A THREAD 

tags; ardhito, goblog, goog…"
starjorasmall,2022-07-30 23:45:27,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
yuesbe99,2022-07-30 23:45:23,"RT @HumorisI: Wisata masa kecil 🥲

Hastag: coki ardhito arab hoshi bts x snickers dota nahida cilacap sewa jisoo diluar kante viralkan pay…"
bayu_hsaputro,2022-07-30 23:45:22,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Bekti_KunchRio,2022-07-30 23:45:20,"RT @DavidBenno: ""Diblokir Kominfo""
#BlokirKominfo #PayPal #STREAM #epicgames #music #musik #poetry #poem #puisi #pantun https://t.co/tMrwvR…"
Kurniawansa_,2022-07-30 23:45:16,"Ahelah gini amat pengen mulai dipandang lagi, is it bapak bapak jokes? #BlokirKominfo"
pristinawidi,2022-07-30 23:45:13,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
haidar_rahmat,2022-07-30 23:45:10,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Mktnbm93,2022-07-30 23:45:04,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
altruispixely,2022-07-30 23:45:03,"RT @chochoxsllu: pake vpn, yang hilang dalam cinta, ardhito, gmail, the sims, google drive,  #pengabdisetan2, paytren, the sims, out now, v…"
iireenerdvld,2022-07-30 23:44:43,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
SaltedBeel,2022-07-30 23:44:42,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
nlntrs,2022-07-30 23:44:39,"RT @AkunGratisan: Paypal juga diblok ya. Selamat @kemkominfo, anda udh berhasil mematikan banyak mata pencaharian rakyatnya. Sekarang ayo d…"
bung_dehan,2022-07-30 23:44:37,"Kominfo Blokir Paypal itu Paypal tidak resah... yang resah itu Rakyat Indonesia Karena Duit hasil kerjanya tertahan di PayPal... kalau duit tertahan rakyat gak bisa ambil duit, gak bisa makan, gak bisa nyabung hidup.. paham gak kira kira ini kominfo.. 😁😁🤣 #BlokirKominfo"
Eko_S_O_SKom,2022-07-30 23:44:34,"RT @madisnur: Mungkin kita masih inget kelakuan @kemkominfo pada 2019, dia asal aja blokir2 Internet di Papua. Bener2 merugikan Rakyat dan…"
farhanthaleb2,2022-07-30 23:44:34,RT @fathXwibu: @kemkominfo inget y lu pada!!!!jangan memutus rezeki org lain bisa gk?Kelen punya otak gk sih sekolah tinggi² tp gk guna men…
adlnoviana,2022-07-30 23:44:20,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
Andrirafly3,2022-07-30 23:44:18,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
PuwtPuwt,2022-07-30 23:44:17,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
belidioren_,2022-07-30 23:44:16,"RT @nochukiie: Rekomendasi Outfit cewek kue, warna cantik cantik dan lucu lucu🧚‍♀👚🍰

tags: Pake VPN Gmail #BlokirKominfo #PengabdiSetan2 Ko…"
laahkook,2022-07-30 23:44:14,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
_saafira123,2022-07-30 23:44:09,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
noventya2,2022-07-30 23:44:09,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
songhomi,2022-07-30 23:44:05,"RT @Vikkristian12: Selamat pagi dan selamat berakhir pekan, steam udah diblokir tapi slot belum di blokir padahal beli game di steam udah b…"
YtHab05,2022-07-30 23:44:03,@kemkominfo negara lawak #blokirkominfo
ardewo,2022-07-30 23:44:00,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
rokuhoudouu,2022-07-30 23:44:00,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
kaitokid01,2022-07-30 23:44:00,"RT @asyidiqihasbi: Steam sama Epic Games diblokir, lah gw kan ngerender 3D pake Unreal, buka aplikasinya dari Epic.

Ganggu orang kerja aja…"
pookyspie,2022-07-30 23:43:59,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
HafidArkan,2022-07-30 23:43:59,"RT @remotivi: Mohon doa dan dukungannya untuk #ProtesNetizen siang ini di depan gedung Kominfo.

Kritik digital ✅
Datang langsung ✅
Tidak m…"
Jaring_UburUbur,2022-07-30 23:43:55,"RT @madisnur: Mungkin kita masih inget kelakuan @kemkominfo pada 2019, dia asal aja blokir2 Internet di Papua. Bener2 merugikan Rakyat dan…"
MegiError,2022-07-30 23:43:54,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
viskaya,2022-07-30 23:43:53,"RT @ekowboy2: Ini akibat kardus digembok..

Akhirnya Jokowi diserang pendukungnya sendiri dari buzzer receh sampe Influencer papan atas, ki…"
altruispixely,2022-07-30 23:43:53,"RT @nochukiie: Rekomendasi Outfit cewek kue, warna cantik cantik dan lucu lucu🧚‍♀👚🍰

tags: Pake VPN Gmail #BlokirKominfo #PengabdiSetan2 Ko…"
shaxchanx,2022-07-30 23:43:51,Apasih gajelas ajg #BlokirKominfo https://t.co/XQDDyp75Df
ogomel_osamel,2022-07-30 23:43:49,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
ArmyAny_Girl,2022-07-30 23:43:38,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
maspit9710,2022-07-30 23:43:36,RT @secgron: Beli game di Steam udah dipajakin sama negara ini sejak 2 tahun lalu. Sekarang mau mainin game yang udah dibeli dan dipajakin…
CryptoHodlerId,2022-07-30 23:43:34,RT @secgron: Beli game di Steam udah dipajakin sama negara ini sejak 2 tahun lalu. Sekarang mau mainin game yang udah dibeli dan dipajakin…
juraganbeat,2022-07-30 23:43:27,RT @madisnur: Apakah @kemkominfo perlu diajari kembali tentang bagaimana Kebijakan diambil dan bagaimana seharusnya Hak Asasi manusia menja…
urfavamethyst_,2022-07-30 23:43:26,"RT @NdrewsTjan: Kita semua sibuk sama masalah blok @Steam sampai gk sadar ada hasil ini yg keluar hari ini. 

Semua keributan dri pagi ini…"
girafferdy,2022-07-30 23:43:26,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
koriko__,2022-07-30 23:43:23,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
Ferdionap17,2022-07-30 23:43:22,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
SSaptadi,2022-07-30 23:43:21,RT @cybsqz: Main ancam terus #BlokirKominfo https://t.co/SEehnkUsHj
sabilasra,2022-07-30 23:43:18,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
GilPurnama,2022-07-30 23:43:18,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
juraganbeat,2022-07-30 23:43:18,"RT @madisnur: Mungkin kita masih inget kelakuan @kemkominfo pada 2019, dia asal aja blokir2 Internet di Papua. Bener2 merugikan Rakyat dan…"
RezaPahlevii07,2022-07-30 23:43:17,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
sasucakee,2022-07-30 23:43:16,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
ihsanasarasvati,2022-07-30 23:43:15,Boomers terlalu optimis dengan lawakan dan kebodohannya  #BlokirKominfo https://t.co/oHAdpUFH2D
nofaaaa_,2022-07-30 23:43:12,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
sunnypoetri,2022-07-30 23:43:09,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
urfavamethyst_,2022-07-30 23:43:09,"RT @NdrewsTjan: Masalah Steam dan @kemkominfo ini itu sengaja dibuat rame krna masalah ini kali ya. 

Mau menutupi Hasil Autopsi Brigadir J…"
HafidArkan,2022-07-30 23:42:57,RT @KontraS: Ada yg blokir tapi tanpa mikir? Ada! @kemkominfo melakukan pemblokiran massal pd sejumlah PSE yg belum mendaftarkan usahanya.…
YosiaHartono,2022-07-30 23:42:51,RT @secgron: Beli game di Steam udah dipajakin sama negara ini sejak 2 tahun lalu. Sekarang mau mainin game yang udah dibeli dan dipajakin…
ikirikiww,2022-07-30 23:42:46,"RT @AkunGratisan: Paypal juga diblok ya. Selamat @kemkominfo, anda udh berhasil mematikan banyak mata pencaharian rakyatnya. Sekarang ayo d…"
Iqbl_alen,2022-07-30 23:42:44,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
_rriafarr,2022-07-30 23:42:32,"RT @nochukiie: Rekomendasi Outfit cewek kue, warna cantik cantik dan lucu lucu🧚‍♀👚🍰

tags: Pake VPN Gmail #BlokirKominfo #PengabdiSetan2 Ko…"
omarnatakusuma,2022-07-30 23:42:32,"RT @ghex88: Jangan asal blokir kalau tidak ada alternatif.

Jadilah solusi bukan jadi yang mau menang sendiri.

Kuasa manusia itu tidak sel…"
itsrenss,2022-07-30 23:42:29,"#ShopeePayTHR 🧧. Bagi2 shopepay nih😍 Ayo, ambil di sini sebelum habis ⤵️ 
📌 https://t.co/22MzJm9iix

Tag #BlokirKominfo"
ixiimisan,2022-07-30 23:42:28,"Day 2 in #BlokirKominfo 

Ya belum ada update tuk steam, epic, sama paypal cuma kemarin gmail sama drive udh regis."
agnesevi_,2022-07-30 23:42:26,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
cekpinnedyaa,2022-07-30 23:42:21,"Korean style rok midi bunga 
💗 https://t.co/u4PZnYdcTn

tag
#JusticeForGaram #ShopeePayTHR  #BlokirKominfo #KimGaram  Jilbab Irene pake vpn #BigMouthEp2 PayPal Lawak https://t.co/Z8JCnD6ZZ6"
faisalhijjaz,2022-07-30 23:42:18,RT @kfreiii: @kemkominfo Kata temen syaa yang pernah magang di situ aja gitu ngomongnya. Gimana mau memajukan teknologi Indonesia kalo isin…
linalumy_,2022-07-30 23:42:16,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
owlsoo,2022-07-30 23:42:10,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
autoanto,2022-07-30 23:42:08,"@jek___ @eilast Begitulah para kapitalis cuman mikir untung rugi bukan yang halal haram.
Pentingnya memilih pemimpin muslim yang bisa Jalankan Islam Kaffah 👍🏻
#BlokirKominfo"
kiwanumi,2022-07-30 23:42:06,RT @Fiar098: Layanan internet harusnya gaboleh dipegang sama kominfo lagi selama yang masih duduk disana para boomer tolol asal blok gajela…
kangAmbisd,2022-07-30 23:42:04,"RT @LBH_Jakarta: LBH Jakarta mengajak kepada seluruh konten kreator, digital developer dan berbagai pihak yang dirugikan akibat Permenkomin…"
triardn,2022-07-30 23:42:01,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
canephora_,2022-07-30 23:41:56,"RT @MstrYoda: Kpd yg tidak terhormat @kemkominfo ,
Mengapa kalian begitu tidak bijak dalam melakukan sesuatu? Kalian sangat merugikan masya…"
bung_dehan,2022-07-30 23:41:53,"Blokir sementara katanya... ditanya sampai kapan gak ada tahu tunggu PayPal Konfirmasi dan daftar PSE...kalau gak daftar ya belum di buka blokirya...
Hallo... pengguna Paypal itu bukan hanya Indonesia saja..PayPal tidak rugi jika di Blokir oleh Kominfo.. paham kan #BlokirKominfo"
